1.1.whole	1	If	123141271	NA
1.1.word	1	If	123141271	NA
1.1.1	1	If	123141271	NA
1.2.whole	1	you	578117187	NA
1.2.word	1	you	578117187	NA
1.2.1	1	you	578117187	NA
1.3.whole	1	were	457504590	NA
1.3.word	1	were	457504590	NA
1.3.1	1	were	457504590	NA
1.4.whole	1	to	4223327232	NA
1.4.word	1	to	4223327232	NA
1.4.1	1	to	4223327232	NA
1.5.whole	1	journey	6826751	NA
1.5.word	1	journey	6826751	NA
1.5.1	1	journey	6826751	NA
1.6.whole	1	to	4223327232	NA
1.6.word	1	to	4223327232	NA
1.6.1	1	to	4223327232	NA
1.7.whole	1	the	9819942513	NA
1.7.word	1	the	9819942513	NA
1.7.1	1	the	9819942513	NA
1.8.whole	1	North	24140988	NA
1.8.word	1	North	24140988	NA
1.8.1	1	North	24140988	NA
1.9.whole	1	of	6162371881	NA
1.9.word	1	of	6162371881	NA
1.9.1	1	of	6162371881	NA
1.10.whole	1	England ,	4975314	NA
1.10.word	1	England	21443938	NA
1.10.1	1	England	21443938	NA
1.10.2	1	,	12000289422	NA
1.11.whole	1	you	578117187	NA
1.11.word	1	you	578117187	NA
1.11.1	1	you	578117187	NA
1.12.whole	1	would	319551796	NA
1.12.word	1	would	319551796	NA
1.12.1	1	would	319551796	NA
1.13.whole	1	come	69378970	NA
1.13.word	1	come	69378970	NA
1.13.1	1	come	69378970	NA
1.14.whole	1	to	4223327232	NA
1.14.word	1	to	4223327232	NA
1.14.1	1	to	4223327232	NA
1.15.whole	1	a	3213754375	NA
1.15.word	1	a	3213754375	NA
1.15.1	1	a	3213754375	NA
1.16.whole	1	valley	4303289	NA
1.16.word	1	valley	4303289	NA
1.16.1	1	valley	4303289	NA
1.17.whole	1	that	1746480437	NA
1.17.word	1	that	1746480437	NA
1.17.1	1	that	1746480437	NA
1.18.whole	1	is	1780724214	NA
1.18.word	1	is	1780724214	NA
1.18.1	1	is	1780724214	NA
1.19.whole	1	surrounded	4468786	NA
1.19.word	1	surrounded	4468786	NA
1.19.1	1	surrounded	4468786	NA
1.20.whole	1	by	877228367	NA
1.20.word	1	by	877228367	NA
1.20.1	1	by	877228367	NA
1.21.whole	1	moors	116892	NA
1.21.word	1	moors	116892	NA
1.21.1	1	moors	116892	NA
1.22.whole	1	as	1139819594	NA
1.22.word	1	as	1139819594	NA
1.22.1	1	as	1139819594	NA
1.23.whole	1	high	78531970	NA
1.23.word	1	high	78531970	NA
1.23.1	1	high	78531970	NA
1.24.whole	1	as	1139819594	NA
1.24.word	1	as	1139819594	NA
1.24.1	1	as	1139819594	NA
1.25.whole	1	mountains .	839184	NA
1.25.word	1	mountains	5322969	NA
1.25.1	1	mountains	5322969	NA
1.25.2	1	.	8944977459	NA
1.26.whole	1	It	278516683	NA
1.26.word	1	It	278516683	NA
1.26.1	1	It	278516683	NA
