1.1.whole	2	If	99632595	26652383826
1.1.word	2	If	99632595	26652383826
1.1.1	2	If	99632595	26652383826
1.2.whole	2	you	25245107	123141271
1.2.word	2	you	25245107	123141271
1.2.1	2	you	25245107	123141271
1.3.whole	2	were	7751670	578117187
1.3.word	2	were	7751670	578117187
1.3.1	2	were	7751670	578117187
1.4.whole	2	to	8148828	457504590
1.4.word	2	to	8148828	457504590
1.4.1	2	to	8148828	457504590
1.5.whole	2	journey	62419	4223327232
1.5.word	2	journey	62419	4223327232
1.5.1	2	journey	62419	4223327232
1.6.whole	2	to	829539	6826751
1.6.word	2	to	829539	6826751
1.6.1	2	to	829539	6826751
1.7.whole	2	the	545617500	4223327232
1.7.word	2	the	545617500	4223327232
1.7.1	2	the	545617500	4223327232
1.8.whole	2	North	5287200	9819942513
1.8.word	2	North	5287200	9819942513
1.8.1	2	North	5287200	9819942513
1.9.whole	2	of	257472	24140988
1.9.word	2	of	257472	24140988
1.9.1	2	of	257472	24140988
1.10.whole	2	England ,	903555	6162371881
1.10.word	2	England	3505331	6162371881
1.10.1	2	England	3505331	6162371881
1.10.2	2	,	4975314	21443938
1.11.whole	2	you	62612255	12000289422
1.11.word	2	you	62612255	12000289422
1.11.1	2	you	62612255	12000289422
1.12.whole	2	would	6370548	578117187
1.12.word	2	would	6370548	578117187
1.12.1	2	would	6370548	578117187
1.13.whole	2	come	2461286	319551796
1.13.word	2	come	2461286	319551796
1.13.1	2	come	2461286	319551796
1.14.whole	2	to	16676861	69378970
1.14.word	2	to	16676861	69378970
1.14.1	2	to	16676861	69378970
1.15.whole	2	a	102706153	4223327232
1.15.word	2	a	102706153	4223327232
1.15.1	2	a	102706153	4223327232
1.16.whole	2	valley	180942	3213754375
1.16.word	2	valley	180942	3213754375
1.16.1	2	valley	180942	3213754375
1.17.whole	2	that	40163	4303289
1.17.word	2	that	40163	4303289
1.17.1	2	that	40163	4303289
1.18.whole	2	is	54195697	1746480437
1.18.word	2	is	54195697	1746480437
1.18.1	2	is	54195697	1746480437
1.19.whole	2	surrounded	398224	1780724214
1.19.word	2	surrounded	398224	1780724214
1.19.1	2	surrounded	398224	1780724214
1.20.whole	2	by	3050337	4468786
1.20.word	2	by	3050337	4468786
1.20.1	2	by	3050337	4468786
1.21.whole	2	moors	137	877228367
1.21.word	2	moors	137	877228367
1.21.1	2	moors	137	877228367
1.22.whole	2	as	645	116892
1.22.word	2	as	645	116892
1.22.1	2	as	645	116892
1.23.whole	2	high	1581182	1139819594
1.23.word	2	high	1581182	1139819594
1.23.1	2	high	1581182	1139819594
1.24.whole	2	as	1193151	78531970
1.24.word	2	as	1193151	78531970
1.24.1	2	as	1193151	78531970
1.25.whole	2	mountains .	1775	1139819594
1.25.word	2	mountains	17257	1139819594
1.25.1	2	mountains	17257	1139819594
1.25.2	2	.	839184	5322969
1.26.whole	2	It	232678944	26652383826
1.26.word	2	It	232678944	26652383826
1.26.1	2	It	232678944	26652383826
1.27.whole	2	is	83649567	278516683
1.27.word	2	is	83649567	278516683
1.27.1	2	is	83649567	278516683
1.28.whole	2	in	21937656	1780724214
1.28.word	2	in	21937656	1780724214
1.28.1	2	in	21937656	1780724214
1.29.whole	2	this	65332260	3271087682
1.29.word	2	this	65332260	3271087682
1.29.1	2	this	65332260	3271087682
1.30.whole	2	valley	80493	599554050
1.30.word	2	valley	80493	599554050
1.30.1	2	valley	80493	599554050
1.31.whole	2	where	38891	4303289
1.31.word	2	where	38891	4303289
1.31.1	2	where	38891	4303289
1.32.whole	2	you	4331097	136128991
1.32.word	2	you	4331097	136128991
1.32.1	2	you	4331097	136128991
1.33.whole	2	would	6370548	578117187
1.33.word	2	would	6370548	578117187
1.33.1	2	would	6370548	578117187
1.34.whole	2	find	1317469	319551796
1.34.word	2	find	1317469	319551796
1.34.1	2	find	1317469	319551796
1.35.whole	2	the	6733823	59792457
1.35.word	2	the	6733823	59792457
1.35.1	2	the	6733823	59792457
1.36.whole	2	city	16136569	9819942513
1.36.word	2	city	16136569	9819942513
1.36.1	2	city	16136569	9819942513
1.37.whole	2	of	3285108	32761553
1.37.word	2	of	3285108	32761553
1.37.1	2	of	3285108	32761553
1.38.whole	2	Bradford ,	12450	6162371881
1.38.word	2	Bradford	44431	6162371881
1.38.1	2	Bradford	44431	6162371881
1.38.2	2	,	195853	737565
1.39.whole	2	where	38695781	12000289422
1.39.word	2	where	38695781	12000289422
1.39.1	2	where	38695781	12000289422
1.40.whole	2	once	76254	136128991
1.40.word	2	once	76254	136128991
1.40.1	2	once	76254	136128991
1.41.whole	2	a	2174761	44407851
1.41.word	2	a	2174761	44407851
1.41.1	2	a	2174761	44407851
1.42.whole	2	thousand	2709562	3213754375
1.42.word	2	thousand	2709562	3213754375
1.42.1	2	thousand	2709562	3213754375
1.43.whole	2	spinning	101	12131335
1.43.word	2	spinning	101	12131335
1.43.1	2	spinning	101	12131335
1.44.whole	2	jennies	1183	1400425
1.44.word	2	jennies	1183	1400425
1.44.1	2	jennies	1183	1400425
1.45.whole	2	that	65	4296
1.45.word	2	that	65	4296
1.45.1	2	that	65	4296
1.46.whole	2	hummed	3286	1746480437
1.46.word	2	hummed	3286	1746480437
1.46.1	2	hummed	3286	1746480437
1.47.whole	2	and	14613	184482
1.47.word	2	and	14613	184482
1.47.1	2	and	14613	184482
1.48.whole	2	clattered	16506	4873010095
1.48.word	2	clattered	16506	4873010095
1.48.1	2	clattered	16506	4873010095
1.49.whole	2	spun	0	121477
1.49.word	2	spun	0	121477
1.49.1	2	spun	0	121477
1.50.whole	2	wool	3934	1103549
1.50.word	2	wool	3934	1103549
1.50.1	2	wool	3934	1103549
1.51.whole	2	into	8083	1729913
1.51.word	2	into	8083	1729913
1.51.1	2	into	8083	1729913
1.52.whole	2	money	46250	254637739
1.52.word	2	money	46250	254637739
1.52.1	2	money	46250	254637739
1.53.whole	2	for	1536583	37145420
1.53.word	2	for	1536583	37145420
1.53.1	2	for	1536583	37145420
1.54.whole	2	the	255592771	1388290219
1.54.word	2	the	255592771	1388290219
1.54.1	2	the	255592771	1388290219
1.55.whole	2	long - bearded	569	9819942513
1.55.word	2	long - bearded	569	9819942513
1.55.1	2	long	8726754	9819942513
1.55.2	2	-	13310310	95494675
1.55.3	2	bearded	65224	1363915132
1.56.whole	2	mill	0	458912
1.56.word	2	mill	0	458912
1.56.1	2	mill	0	458912
1.57.whole	2	owners .	2706	2322536
1.57.word	2	owners	31997	2322536
1.57.1	2	owners	31997	2322536
1.57.2	2	.	606809	5647846
1.58.whole	2	That	42003999	26652383826
1.58.word	2	That	42003999	26652383826
1.58.1	2	That	42003999	26652383826
1.59.whole	2	all	129372	61071875
1.59.word	2	all	129372	61071875
1.59.1	2	all	129372	61071875
1.60.whole	2	mill	1026	374139462
1.60.word	2	mill	1026	374139462
1.60.1	2	mill	1026	374139462
1.61.whole	2	owners	31997	2322536
1.61.word	2	owners	31997	2322536
1.61.1	2	owners	31997	2322536
1.62.whole	2	were	122415	5647846
1.62.word	2	were	122415	5647846
1.62.1	2	were	122415	5647846
1.63.whole	2	generally	674550	457504590
1.63.word	2	generally	674550	457504590
1.63.1	2	generally	674550	457504590
1.64.whole	2	busy	1067	25469457
1.64.word	2	busy	1067	25469457
1.64.1	2	busy	1067	25469457
1.65.whole	2	as	57754	5424151
1.65.word	2	as	57754	5424151
1.65.1	2	as	57754	5424151
1.66.whole	2	beavers	1848	1139819594
1.66.word	2	beavers	1848	1139819594
1.66.1	2	beavers	1848	1139819594
1.67.whole	2	and	6609	102268
1.67.word	2	and	6609	102268
1.67.1	2	and	6609	102268
1.68.whole	2	quite	691086	4873010095
1.68.word	2	quite	691086	4873010095
